date,SP500,ft3,ft6,ft9,ft100
2012-10-23,-1.0791079319869508,-1.12818914852595,-1.1244327914873813,-1.071796785679193,-1.0428388048413797
2012-10-24,-1.0901010456523423,-1.1238731482656845,-1.123232928545144,-1.0710897929837053,-1.0456924593838348
2012-10-25,-1.0794609218752886,-1.1195539041560751,-1.1219810382697692,-1.0703548457425844,-1.0485472981355652
2012-10-26,-1.0820579189109203,-1.1152316419037502,-1.1206769855189092,-1.0695905470730382,-1.0519306134044748
2012-10-29,-1.081725099873344,-1.1109065854445366,-1.1193206553728492,-1.0687955186132303,-1.0563669422558384
2012-10-30,-1.0816141601941522,-1.106578956930196,-1.117911953042504,-1.0679684018584177,-1.0623050947491501
2012-10-31,-1.08150322051496,-1.102248976715414,-1.1164508037695926,-1.0671078594749468,-1.0700516000268103
2012-11-01,-1.0425986921073924,-1.0979168633450422,-1.1149371527190755,-1.066212576590819,-1.0797188036778278
2012-11-02,-1.0763596535706024,-1.0935828335415934,-1.113370964863965,-1.065281262061625,-1.0911941688210538
2012-11-05,-1.068644303154066,-1.0892471021929988,-1.111752224862596,-1.0643126497106374,-1.1041348668840771
2012-11-06,-1.0405816070311733,-1.084909882340611,-1.1100809369284534,-1.0633054995418856,-1.1179887880289425
2012-11-07,-1.1259547328821295,-1.0805713851674728,-1.1083571246926667,-1.0622585989250894,-1.132040008259616
2012-11-08,-1.168868217878682,-1.076231819986839,-1.1065808310592748,-1.0611707637513366,-1.1454738874552761
2012-11-09,-1.1629682440307427,-1.0718913942309563,-1.1047521180533622,-1.0600408395584366,-1.1574546775042525
2012-11-12,-1.1625143998885932,-1.0675503134401054,-1.102871066662189,-1.058867702624913,-1.1672070606031688
2012-11-13,-1.1763818597875968,-1.0632087812518995,-1.100937776669415,-1.0576502610316296,-1.174092582138654
2012-11-14,-1.224388484601601,-1.058866999390846,-1.0989523664825356,-1.0563874556900918,-1.1776725380140876
2012-11-15,-1.2298346143073922,-1.054525167658162,-1.0969149729536551,-1.0550782613364817,-1.1777504458514345
2012-11-16,-1.2133197302458512,-1.050183483921864,-1.0948257511937054,-1.0537216874905526,-1.1743895817607737
2012-11-19,-1.1452178953600176,-1.0458421441071062,-1.0926848743802389,-1.0523167793785146,-1.1679039171189782
2012-11-20,-1.1428982475223666,-1.0415013421867876,-1.0904925335589113,-1.0508626188191066,-1.1588238043261883
2012-11-21,-1.1347794800905864,-1.0371612701724233,-1.0882489374387951,-1.0493583250720802,-1.1478405823173683
2012-11-22,-1.1119359916024092,-1.0328221181052746,-1.0859543121816329,-1.0478030556483633,-1.135736573643751
2012-11-23,-1.089092503114233,-1.0284840740477468,-1.083608901185171,-1.0461960070812064,-1.1233084623006917
2012-11-26,-1.0963035822617149,-1.0241473240750458,-1.0812129648607058,-1.0445364156576666,-1.1112926079941243
2012-11-27,-1.114835551399474,-1.0198120522671077,-1.0787667804049683,-1.042823558109826,-1.1003004156588476
2012-11-28,-1.0871258451649195,-1.015478440700782,-1.0762706415664869,-1.0410567522651617,-1.0907705058725856
2012-11-29,-1.071947279966374,-1.0111466694422906,-1.0737248584065686,-1.0392353576555673,-1.0829422998031968
2012-11-30,-1.071367368006961,-1.0068169165399419,-1.0711297570550231,-1.037358776084531,-1.0768530068788966
2012-12-03,-1.088310882647198,-1.0024893580171181,-1.068485679460788,-1.035426452152039,-1.0723572051129902
2012-12-04,-1.0943873514393072,-0.9981641678655254,-1.0657929831375794,-1.033437873736821,-1.0691655697997584
2012-12-05,-1.0887647267893477,-0.9938415180387077,-1.0630520409047237,-1.0313925724355755,-1.0668971486273477
2012-12-06,-1.0770152062203735,-0.9895215784458287,-1.0602632406233,-1.0292901239588819,-1.065138151006114
2012-12-07,-1.066602004514395,-0.9852045169457212,-1.057426984927755,-1.0271301484835467,-1.0634996763360927
2012-12-10,-1.0653917534686637,-0.9808904993411965,-1.0545436909531205,-1.0249123109611529,-1.0616672003850396
2012-12-11,-1.0419683530210742,-0.9765796893736254,-1.0516137900579894,-1.0226363213826593,-1.0594359069471886
2012-12-12,-1.0403546849600989,-0.9722722487177846,-1.0486377275433993,-1.0203019349989169,-1.056727924122748
2012-12-13,-1.0631225327579172,-0.9679683369769675,-1.0456159623677719,-1.0179089524970277,-1.0535899476809298
2012-12-14,-1.0779228945046722,-0.9636681116783588,-1.0425489668580474,-1.0154572201325043,-1.0501723025240064
2012-12-17,-1.035614535030985,-0.9593717282686798,-1.0394372264171832,-1.012946629817244,-1.046692887057992
2012-12-18,-0.9941886502781438,-0.9550793401100972,-1.0362812392281577,-1.0103771191633713,-1.0433913685569824
2012-12-19,-1.0218731429492454,-0.950791098476395,-1.0330815159546296,-1.0077486714830413,-1.040480215006826
2012-12-20,-1.002004854948491,-0.9465071525494145,-1.029838579438411,-1.005061315744344,-1.0380995137774707
2012-12-21,-1.0361440198634924,-0.9422276494157591,-1.026552964393908,-1.0023151264835086,-1.0362819992949288
2012-12-24,-1.0449435535084963,-0.9379527340637638,-1.023225217099679,-0.9995102236736116,-1.0349333607372264
2012-12-25,-1.0535539854276053,-0.9336825493807276,-1.0198558950872632,-0.9966467725500741,-1.0338308982884543
2012-12-26,-1.0621644173467135,-0.9294172361504143,-1.016445566827443,-0.9937249833932617,-1.0326411944809497
2012-12-27,-1.0665263638240368,-0.9251569330508107,-1.0129948114140879,-0.9907451112685275,-1.0309549666402067
2012-12-28,-1.10603601775447,-0.9209017766521554,-1.009504218245728,-0.9877074557241095,-1.0283349806614095
2012-12-31,-1.046128590990775,-0.9166519014152259,-1.0059743867050395,-0.984612360447306,-1.0243711224193908
2013-01-01,-1.000454220796148,-0.91240743968989,-1.002405925836354,-0.9814602128794101,-1.018735666934242
2013-01-02,-0.954779850601521,-0.9081685217139202,-0.9987994540213948,-0.9782514437899185,-1.0112315939668823
2013-01-03,-0.9624699874546052,-0.9039352756120682,-0.995155598653352,-0.9749865268105659,-1.0018275032093367
2013-01-04,-0.944568357403164,-0.8997078273954016,-0.991474995809485,-0.9716659779297804,-0.9906742040370338
2013-01-07,-0.9561161694645158,-0.8954863009609035,-0.9877582899223891,-0.9682903549481908,-0.9781002146853647
2013-01-08,-0.9680673985411116,-0.8912708180913278,-0.984006133450078,-0.964860256895843,-0.9645859453036151
2013-01-09,-0.958309749484904,-0.8870614984553162,-0.9802191865450514,-0.9613763234118364,-0.9507189520662751
2013-01-10,-0.93032269405237,-0.8828584596077748,-0.9763981167224876,-0.9578392340871127,-0.937135017544904
2013-01-11,-0.9304991889965388,-0.8786618169905094,-0.9725435985277209,-0.9542497077711729,-0.9244516450706006
2013-01-14,-0.9339534471895632,-0.8744716839331149,-0.9686563132031547,-0.9506085018435178,-0.9132016232772935
2013-01-15,-0.9297679956564096,-0.8702881716541264,-0.9647369483547592,-0.9469164114506511,-0.9037744828694663
2013-01-16,-0.92903680231628,-0.8661113892624213,-0.960786197618309,-0.9431742687095198,-0.8963728995044598
2013-01-17,-0.9080843310870584,-0.8619414437588806,-0.9568047603255118,-0.939382941878276,-0.8909894746156581
2013-01-18,-0.8953766951068809,-0.857778440038303,-0.9527933411701693,-0.9355433344953012,-0.887407032693237
2013-01-21,-0.882933801542957,-0.853622480891574,-0.9487526498745328,-0.9316563844874357,-0.8852228730502382
2013-01-22,-0.8787861703549823,-0.8494736670080834,-0.9446834008559871,-0.9277230632483998,-0.8838946210012766
2013-01-23,-0.8731131185781172,-0.8453320969784008,-0.9405863128942156,-0.9237443746884182,-0.8828027657581464
2013-01-24,-0.8730879050146646,-0.8411978672971973,-0.9364621087989984,-0.919721354256076,-0.8813229531275226
2013-01-25,-0.8525640643641392,-0.8370710723664213,-0.9323115150787762,-0.9156550679334635,-0.8788998622290928
2013-01-28,-0.8595734350039991,-0.8329518044987186,-0.9281352616101275,-0.9115466112056878,-0.8751141891904248
2013-01-29,-0.8402598453992055,-0.8288401539211036,-0.9239340813083067,-0.9073971080058584,-0.8697349314416915
2013-01-30,-0.8550854207094125,-0.8247362087788754,-0.9197087097989771,-0.9032077096366581,-0.8627507446235826
2013-01-31,-0.8647926426387154,-0.820640055139786,-0.9154598850912814,-0.8989795936696481,-0.8543764551862922
2013-02-01,-0.8268210160788981,-0.8165517769984418,-0.9111883472523853,-0.8947139628234589,-0.8450335946703625
2013-02-04,-0.870843897867371,-0.8124714562809618,-0.9068948380836301,-0.8904120438220402,-0.835306759905049
2013-02-05,-0.8315611660080123,-0.8083991728498641,-0.9025801007984354,-0.8860750862341671,-0.8258803613088714
2013-02-06,-0.8294684402414356,-0.8043350045092097,-0.8982448797020764,-0.8817043612954015,-0.8174625831807976
2013-02-07,-0.8363517430640314,-0.8002790270099762,-0.8938899198734764,-0.8773011607137253,-0.8107048855351366
2013-02-08,-0.814819359875397,-0.7962313140556682,-0.8895159668491317,-0.8728667954600673,-0.8061259529432317
2013-02-11,-0.8171390077130486,-0.7921919373081732,-0.88512376630931,-0.8684025945449774,-0.8040485742754342
2013-02-12,-0.811037325357487,-0.7881609663938541,-0.8807140637666511,-0.8639099037826856,-0.804556564076761
2013-02-13,-0.8087681046467412,-0.7841384689098658,-0.8762876042572685,-0.8593900845437928,-0.8074766655648797
2013-02-14,-0.8061206804842037,-0.78012451043072,-0.8718451320345084,-0.8548445124978733,-0.8123876511086159
2013-02-15,-0.8101296370731887,-0.77611915451507,-0.8673873902654672,-0.850274576347242,-0.8186558647110967
2013-02-18,-0.7890447946358399,-0.7721224627127375,-0.8629151207303899,-0.8456816765531625,-0.8254935654696303
2013-02-19,-0.7820165138233905,-0.7681344945719571,-0.8584290635250588,-0.8410672240557593,-0.8320339529617945
2013-02-20,-0.8298970708201316,-0.7641553076468627,-0.8539299567663126,-0.8364326389889271,-0.8374149590245632
2013-02-21,-0.8539255967905867,-0.7601849575051871,-0.8494185363007712,-0.8317793493914913,-0.8408629709645874
2013-02-22,-0.8206941201598843,-0.756223497736198,-0.8448955354169073,-0.827108789915902,-0.8417677043528802
2013-02-25,-0.89066175874122,-0.7522709799588505,-0.8403616845605578,-0.8224224005357317,-0.8397404547784864
2013-02-26,-0.8677426295626848,-0.7483274538301657,-0.8358177110539865,-0.8177216252532403,-0.8346498056472135
2013-02-27,-0.8197107911852274,-0.7443929670538271,-0.8312643388185921,-0.8130079108082642,-0.8266313394674332
2013-02-28,-0.8230137679975353,-0.7404675653889978,-0.8267022881013824,-0.8082827053896995,-0.8160707122854169
2013-03-01,-0.8141385936621732,-0.7365512926593575,-0.8221322752052913,-0.8035474573508024,-0.8035622899141643
2013-03-04,-0.7964890992452597,-0.7326441907623511,-0.8175550122234496,-0.798803613929566,-0.7898480969996453
2013-03-05,-0.7597025101677216,-0.7287462996786545,-0.812971206777499,-0.7940526199753892,-0.775743819571991
2013-03-06,-0.7554918450711149,-0.7248576574818476,-0.8083815617600395,-0.7892959166832596,-0.762059820042209
2013-03-07,-0.7484320473043496,-0.7209783003483091,-0.803786775081305,-0.78453494033665,-0.7495254522289958
2013-03-08,-0.7309842613950578,-0.7171082625673102,-0.7991875394201459,-0.7797711210603242,-0.7387243863453669
2013-03-11,-0.7182766254148801,-0.7132475765513171,-0.7945845419794098,-0.7750058815842249,-0.7300472550388564
2013-03-12,-0.7277064981462026,-0.709396272846507,-0.7899784642457984,-0.7702406360196031,-0.7236658866117001
2013-03-13,-0.722562931201845,-0.7055543801434759,-0.7853699817542795,-0.7654767886485274,-0.7195309436605638
2013-03-14,-0.7006019174345139,-0.7017219252881612,-0.780759763857134,-0.7607157327279174,-0.7173922168025708
2013-03-15,-0.7069809489880554,-0.6978989332929509,-0.7761484734977029,-0.7559588493091718,-0.7168384221670878
2013-03-18,-0.7286646135574066,-0.694085427348006,-0.7715367669889205,-0.7512075060745153,-0.7173513793050073
2013-03-19,-0.7381449134156345,-0.6902814288327667,-0.7669252937966874,-0.7464630561911003,-0.7183681085006919
2013-03-20,-0.7119984481151495,-0.6864869573276595,-0.7623146963281524,-0.7417268371839137,-0.7193438106691438
2013-03-21,-0.7445491585326287,-0.6827020306259957,-0.7577056097249776,-0.7370001698285167,-0.7198089162952437
2013-03-22,-0.7165873166635468,-0.6789266647460637,-0.7530986616616324,-0.7322843570645997,-0.7194143575140609
2013-03-25,-0.7296983696589684,-0.6751608739434002,-0.7484944721487791,-0.7275806829313233,-0.7179607918739858
2013-03-26,-0.6992403850080664,-0.6714046707232645,-0.7438936533418085,-0.7228904115254037,-0.715409485582202
2013-03-27,-0.7015600328457181,-0.6676580658532804,-0.7392968093545756,-0.7182147859828363,-0.7118747071277783
2013-03-28,-0.6855746336166846,-0.663921068376272,-0.7347045360783822,-0.7135550274851694,-0.7075995383906799
2013-03-29,-0.6899996140026396,-0.66019368562328,-0.7301174210062538,-0.708912334291175,-0.702918748739688
2013-04-01,-0.7032745551605035,-0.6564759232267477,-0.725536043062559,-0.7042878807947542,-0.6982136133609157
2013-04-02,-0.682901995890695,-0.6527677851338962,-0.7209609724380057,-0.6996828166098799,-0.6938641714676139
2013-04-03,-0.7246556569684217,-0.6490692736202613,-0.7163927704300547,-0.695098265683346,-0.690204372213387
2013-04-04,-0.7087963255566524,-0.6453803893034182,-0.7118319892887933,-0.690535325436071,-0.6874848849060169
2013-04-05,-0.7256894130699839,-0.6417011311568592,-0.7072791720682837,-0.6859950659336541,-0.6858471664782875
2013-04-08,-0.7010053344497579,-0.6380314965240519,-0.7027348524834398,-0.6814785290868712,-0.6853108502098694
2013-04-09,-0.6870370202969436,-0.634371481132664,-0.6981995547724347,-0.6769867278827459,-0.6857748463401383
2013-04-10,-0.6388286869753167,-0.6307210791089369,-0.6936737935646807,-0.6725206456468147,-0.6870309365696093
2013-04-11,-0.6246082371879752,-0.6270802829922447,-0.689158073754403,-0.6680812353371592,-0.6887872919625952
2013-04-12,-0.6360047678686108,-0.623449083749791,-0.6846528903798061,-0.6636694188707414,-0.6906983983778157
2013-04-15,-0.7280090609076356,-0.6198274707914749,-0.680158728507873,-0.6592860864825619,-0.6923974285729556
2013-04-16,-0.6720097364791142,-0.6162154319849091,-0.6756760631247987,-0.6549320961181074,-0.693527181764068
2013-04-17,-0.7288915356284811,-0.6126129536705902,-0.6712053590320621,-0.6506082728595173,-0.6937662779770858
2013-04-18,-0.7551136416193243,-0.6090200206772196,-0.6667470707481572,-0.6463154083858882,-0.6928482441376044
2013-04-19,-0.7207223410697954,-0.605436616337174,-0.6623016424159807,-0.6420542604680688,-0.6905723145639661
2013-04-22,-0.7024425075665636,-0.6018627225021176,-0.6578695077158724,-0.6378255524982699,-0.686806018755601
2013-04-23,-0.6613948262655134,-0.598298319558766,-0.6534510897843254,-0.6336299730548077,-0.6814807708825776
2013-04-24,-0.6613696127020606,-0.5947433864447816,-0.649046801138337,-0.6294681755022022,-0.6745825560460057
2013-04-25,-0.6453085727826691,-0.5911979006648145,-0.6446570436054169,-0.6253407776268782,-0.6661403166248477
2013-04-26,-0.6526709333108675,-0.5876618383066782,-0.6402822082592342,-0.6212483613086413,-0.6562147206971599
2013-04-29,-0.6240031116651096,-0.5841351740576599,-0.6359226753608875,-0.617191472228075,-0.644889647392128
2013-04-30,-0.614018540537827,-0.5806178812209606,-0.6315788143057942,-0.6131706196099735,-0.632268014232486
2013-05-01,-0.6515111093920416,-0.5771099317322637,-0.6272509835761643,-0.6091862760028728,-0.6184726122425102
2013-05-02,-0.6139681134109216,-0.573611296176439,-0.6229395306990682,-0.6052388770947373,-0.60365155320753
2013-05-03,-0.5715336861199706,-0.5701219438043594,-0.6186447922100458,-0.6013288215647803,-0.5879869313199808
2013-05-06,-0.5637679085765288,-0.5666418425498466,-0.6143670936222492,-0.5974564709713953,-0.5717045118218258
2013-05-07,-0.5424372338955161,-0.5631709590467376,-0.6101067494010888,-0.5936221496761254,-0.5550818064493293
2013-05-08,-0.5254685056918263,-0.5597092586460625,-0.60586406294435,-0.5898261448035532,-0.5384518576617331
2013-05-09,-0.5406470708903719,-0.556256705433344,-0.6016393265677557,-0.5860687062369877,-0.5222004516765903
2013-05-10,-0.5229219357831003,-0.5528132622460011,-0.597432821495926,-0.5823500466497481,-0.5067552741945003
2013-05-13,-0.5227454408389314,-0.5493788906908711,-0.5932448178587155,-0.5786703415718417,-0.4925666157191315
2013-05-14,-0.4809665661977519,-0.5459535511618323,-0.5890755746928711,-0.5750297294917908,-0.48008048411268156
2013-05-15,-0.4596863186436447,-0.5425372028575366,-0.5849253399489873,-0.5714283119933219,-0.4697062220760587
2013-05-16,-0.4806387898728661,-0.5391298037992365,-0.5807943505036931,-0.5678661539265971,-0.4617817829355167
2013-05-17,-0.437775732003219,-0.5357313108487238,-0.576682832177045,-0.5643432836136523,-0.45654053327373856
2013-05-20,-0.4407509324906418,-0.5323416797263522,-0.5725909997550612,-0.5608596930876408,-0.4540837078577498
2013-05-21,-0.4335146397797069,-0.5289608650291651,-0.5685190570173576,-0.5574153383654928,-0.4543623782685845
2013-05-22,-0.4683345709079324,-0.5255888202491075,-0.5644671967698197,-0.5540101397535195,-0.4571720137771982
2013-05-23,-0.4805379356190553,-0.5222254977913344,-0.5604356008822726,-0.5506439821855045,-0.4621614802577523
2013-05-24,-0.4828323698932542,-0.5188708489926014,-0.5564244403310752,-0.5473167155927718,-0.46885676951220695
2013-05-27,-0.4630523293645847,-0.5155248241397379,-0.5524338752465819,-0.54402815530568,-0.4766980526642772
2013-05-28,-0.4564589825216948,-0.5121873724882122,-0.5484640549654265,-0.5407780824860009,-0.48508700848991654
2013-05-29,-0.4859588517613932,-0.5088584422807593,-0.5445151180875343,-0.5375662445895644,-0.49343999377020464
2013-05-30,-0.4707046458724889,-0.5055379807661008,-0.5405871925378312,-0.5343923558585676,-0.5012416780783473
2013-05-31,-0.5303851505651095,-0.5022259342177308,-0.5366803956325561,-0.531256097842886,-0.5080933942729438
2013-06-03,-0.5059784211428633,-0.498922247952774,-0.532794834150114,-0.5281571199497184,-0.5137507294020407
2013-06-04,-0.5287714825041343,-0.4956268663509137,-0.5289306044064136,-0.5250950400208678,-0.5181457958522832
2013-06-05,-0.5854515731458795,-0.49233973287338284,-0.5250877923345894,-0.5220694449369264,-0.5213911006988925
2013-06-06,-0.5510098454694458,-0.489060790082025,-0.5212664735690569,-0.5190798912476238,-0.5237638248608618
2013-06-07,-0.498515206360854,-0.4857899796584092,-0.5174667135338196,-0.5161259058275725,-0.5256714320062288
2013-06-10,-0.4999523794776602,-0.48252724242300576,-0.5136885675349316,-0.513206986556598,-0.5276016180035686
2013-06-11,-0.5420086033168194,-0.4792725183544185,-0.509932080857067,-0.5103226030238683,-0.53006144772942
2013-06-12,-0.5763242631759902,-0.4760257466086679,-0.5061972888640848,-0.5074721972549678,-0.5335118920236754
2013-06-13,-0.5162151279046735,-0.47278686553852683,-0.5024842171035336,-0.5046551844610766,-0.5383047057854856
2013-06-14,-0.5404957895096557,-0.46955581271290064,-0.4987928814149852,-0.5018709538093775,-0.5446285785875333
2013-06-17,-0.5094578928993407,-0.4663325249362545,-0.4951232880421331,-0.4991188692138077,-0.552470722276476
2013-06-18,-0.4772601723702,-0.4631169382680841,-0.491475433748562,-0.49639827014525373,-0.5615986007066855
2013-06-19,-0.5349488055500542,-0.45990898804242075,-0.48784930593709236,-0.4937084724602647,-0.5715644985087526
2013-06-20,-0.6376688630564908,-0.4567086088873815,-0.48424488277262123,-0.49104876924735896,-0.581733275918714
2013-06-21,-0.6269783121525317,-0.45351573474474366,-0.48066213330836444,-0.48841843168997656,-0.591331214072696
2013-06-24,-0.6757413438701189,-0.4503302988895603,-0.4771010176154099,-0.48581670994511933,-0.5995115830888391
2013-06-25,-0.6380722800717348,-0.44715223394979775,-0.4735614869154801,-0.48324283403670887,-0.6054307122913875
2013-06-26,-0.5996720229332214,-0.44398147192600373,-0.4700434837168298,-0.4806960147626914,-0.6083271142119056
2013-06-27,-0.5746097408612042,-0.4408179442109976,-0.4665469419531585,-0.47817544461489603,-0.6075957519895414
2013-06-28,-0.592057526770496,-0.43766158160957946,-0.46307178712546243,-0.47568029871065426,-0.6028499022087715
2013-07-01,-0.570172153693523,-0.4345123143582609,-0.45961793644672333,-0.4732097357351801,-0.5939642219784531
2013-07-02,-0.572390947277364,-0.4313700721450089,-0.4561852989893226,-0.47076289889370126,-0.5810944640452866
2013-07-03,-0.5690375433381499,-0.4282347841290067,-0.4527737758351121,-0.46833891687233886,-0.5646716070761081
2013-07-04,-0.5482615670530975,-0.4251063789604145,-0.44938326022800756,-0.4659369048067047,-0.545370736793588
2013-07-05,-0.5274855907680449,-0.42198478480015417,-0.44601363772903324,-0.4635559652572182,-0.5240575573642271
2013-07-08,-0.5058775668890524,-0.4188699293396816,-0.44266478637370105,-0.46119518919010527,-0.5017176636931309
2013-07-09,-0.4759742806341106,-0.41576173982077613,-0.43933657683163035,-0.45885365696308045,-0.47937542788750487
2013-07-10,-0.4752178737305287,-0.4126601430553172,-0.4360288725683006,-0.4565304393146697,-0.4580103678346651
2013-07-11,-0.4187394915964053,-0.40956506544507,-0.43274153000884713,-0.4542245983561862,-0.4384790693819432
2013-07-12,-0.4057040792913418,-0.4064764330014519,-0.42947439870377635,-0.45193518856531606,-0.42145010956316586
2013-07-15,-0.3998797461337605,-0.40339417136530303,-0.4262273214965247,-0.44966125778032856,-0.40735804819494476
2013-07-16,-0.4156130097282663,-0.40031820582664135,-0.4230001346927353,-0.44740184819389495,-0.3963805699835456
2013-07-17,-0.4038887027227449,-0.39724846134439656,-0.4197926682311582,-0.4451559973455127,-0.38844048254889146
2013-07-18,-0.3825580280417328,-0.3941848625661446,-0.41660474585607843,-0.4429227391115573,-0.38323175984218116
2013-07-19,-0.3756999387825892,-0.3911273338478042,-0.4134361852911462,-0.4407011046919628,-0.3802664289225687
2013-07-22,-0.3670264729548487,-0.38807579927332775,-0.4102867984145359,-0.4384901235925708,-0.3789370773982752
2013-07-23,-0.3749435318790067,-0.3850301826743574,-0.40715639143530213,-0.43628882460216517,-0.3785883121200564
2013-07-24,-0.39120628030602,-0.38199040764985803,-0.40404476507084114,-0.43409623676325554,-0.37858976566777897
2013-07-25,-0.380339234457892,-0.3789563975857273,-0.40095171472536495,-0.43191139033566284,-0.3784032864936043
2013-07-26,-0.3768093355745091,-0.37592807567435976,-0.3978770306692588,-0.42973331775196205,-0.3776377390250843
2013-07-29,-0.3927443076766371,-0.37290536493419135,-0.3948204982192438,-0.42756105456389293,-0.37608628057646776
2013-07-30,-0.3911558531791146,-0.3698881882291938,-0.3917818979192244,-0.42539364037881006,-0.3737429054668806
2013-07-31,-0.3917357651385275,-0.3668764682883403,-0.38876100572173045,-0.42323011978531055,-0.37079723968796996
2013-08-01,-0.3384342919994491,-0.36387012772502514,-0.3857575931698439,-0.42106954326715074,-0.3676087958469885
2013-08-02,-0.3313744942326832,-0.3608690890564282,-0.3827714275795015,-0.41891096810460227,-0.3646639256278503
2013-08-05,-0.3377535257862247,-0.35787327472285513,-0.3798022722220967,-0.416753459262429,-0.36252033189733046
2013-08-06,-0.362387177279546,-0.3548826071070017,-0.3768498865072484,-0.4145960902636443,-0.3617450706837114
2013-08-07,-0.3786751392700114,-0.3518970085531861,-0.3739140261656548,-0.41243794404826695,-0.3628523950456931
2013-08-08,-0.3621098280815656,-0.34891640138651386,-0.37099444343193705,-0.41027811381630047,-0.36624755089164407
2013-08-09,-0.377389247533922,-0.34594070793198956,-0.3680908872273479,-0.4081157038541638,-0.372181783043073
2013-08-12,-0.3823058924072051,-0.34296985053357193,-0.36520310334227957,-0.40594983034386317,-0.3807224650242735
2013-08-13,-0.370480731147873,-0.3400037515731597,-0.362330834618448,-0.4037796221541693,-0.39174059258548183
2013-08-14,-0.3925930262959203,-0.3370423334895149,-0.35947382113066256,-0.40160422161312515,-0.4049160708953005
2013-08-15,-0.4532820735266504,-0.33408551879712345,-0.3566318003681015,-0.39942278526121805,-0.41975947614222914
2013-08-16,-0.4671243198622012,-0.3311332301049785,-0.353804507414965,-0.3972344845845616,-0.4356474648202783
2013-08-19,-0.4917579713555218,-0.32818539013529724,-0.3509916751304452,-0.39503850672749297,-0.4518678831879612
2013-08-20,-0.4758986399437525,-0.3252419217421569,-0.34819303432789517,-0.39283405518396425,-0.4676699898650042
2013-08-21,-0.499977593041113,-0.32230274793006103,-0.34540831395312027,-0.3906203504671873,-0.48231508232906245
2013-08-22,-0.464275187192042,-0.3193677918724202,-0.3426372412616912,-0.38839663075698255,-0.495123189598401
2013-08-23,-0.4477855166939543,-0.3164369769299512,-0.3398795419951868,-0.3861621525243031,-0.505512281127393
2013-08-26,-0.4647290313341913,-0.3135102266689943,-0.33713494055628956,-0.38391619113247827,-0.5130275261977336
2013-08-27,-0.5310407032148806,-0.3105874648797453,-0.3344031601826389,-0.3816580414146873,-0.5173593730697317
2013-08-28,-0.5197450267880559,-0.30766861559438635,-0.331683923119338,-0.37938701822724247,-0.5183504494389979
2013-08-29,-0.5116514729197283,-0.30475360310514554,-0.3289769507900726,-0.3771024569782857,-0.5159923728059949
2013-08-30,-0.5247625259151499,-0.30184235198224224,-0.3262819639667039,-0.3748037141315062,-0.5104143860429541
2013-09-02,-0.511903608554256,-0.2989347870917505,-0.323598682937296,-0.37249016768454646,-0.501866224388222
2013-09-03,-0.5076173027672912,-0.2960308336133547,-0.3209268276724754,-0.37016121762176396,-0.49069774692558055
2013-09-04,-0.4740580498117029,-0.2931304170580107,-0.3182661179900399,-0.3678162863410728,-0.4773376480283462
2013-09-05,-0.4690153371211562,-0.29023346328549793,-0.31561627371775614,-0.3654548190545949,-0.462273065268686
2013-09-06,-0.4687884150500812,-0.2873398985218738,-0.31297701485424884,-0.3630762841628912,-0.4460312162237528
2013-09-09,-0.4270851810992599,-0.2844496493768122,-0.3103480617279213,-0.3606801736025692,-0.42916344327865685
2013-09-10,-0.3961229251793032,-0.2815626428608373,-0.30772913515382094,-0.35826600316709994,-0.41223134246455845
2013-09-11,-0.3831631535645979,-0.2786788064024412,-0.30511995658838603,-0.35583331280068725,-0.3957941069819992
2013-09-12,-0.3975600982961089,-0.2757980678650908,-0.30252024828200186,-0.3533816668650913,-0.38039590971070636
2013-09-13,-0.3860374997982098,-0.27292035556412064,-0.29992973342929546,-0.35091065437931196,-0.3665521267190905
2013-09-16,-0.3618072653201331,-0.27004559828349606,-0.29734813631709534,-0.34841988923206896,-0.35473346874022965
2013-09-17,-0.3437543538879756,-0.2671737252924683,-0.2947751824700046,-0.3459090103670715,-0.34534760103546813
2013-09-18,-0.2914109961601007,-0.26430466636209754,-0.2922105987935103,-0.3433776819410585,-0.3387185186323079
2013-09-19,-0.2994289093380701,-0.26143835178165414,-0.2896541137145739,-0.3408255934546518,-0.33506470148177936
2013-09-20,-0.3307693687098176,-0.2585747123748958,-0.2871054573196412,-0.33825245985608954,-0.33447778709118897
2013-09-23,-0.351116714416174,-0.2557136795162059,-0.2845643614900079,-0.3356580216178993,-0.3369040527265545
2013-09-24,-0.3622611094622818,-0.252855185146615,-0.28203056003449867,-0.33304204478667054,-0.34213129796113395
2013-09-25,-0.3739854164678032,-0.24999916178966997,-0.2795037888193763,-0.33040432100601735,-0.3497836933195438
2013-09-26,-0.3591094140306901,-0.24714554256718924,-0.27698378589546796,-0.32774466751296344,-0.3593267831933478
2013-09-27,-0.376557199939982,-0.24429426121485628,-0.27447029162241976,-0.3250629271078903,-0.37008411608556224
2013-09-30,-0.4022750346617703,-0.24144525209770046,-0.27196304879005184,-0.3223589680983218,-0.3812659809951703
2013-10-01,-0.3683627918178435,-0.23859845022541099,-0.26946180273676335,-0.31963268421676216,-0.39200955155837547
2013-10-02,-0.3712119244880027,-0.23575379126752602,-0.26696630146493416,-0.31688399451289356,-0.40142850312617157
2013-10-03,-0.40956175449961,-0.23291121156846376,-0.2644762957532878,-0.31411284322041555,-0.4086690098486163
